anio,conglome,viession,hoession,ubigeo,departamento,provincia,dominio,mieperho,factor07,factor_pob,gashog2d,gasto_pc,linea,linpe,pobre,pobre_extremo,categoria_pobreza,inghog1d
2021,256,12,1,010201,01,0102,Costa rural,4,1135.9367833418391,4543.747133367357,42168.87815510217,878.5182948979618,440.7739325719623,216.55054417352164,0,0,No pobre,15264.571652626722
2025,281,9,1,040101,04,0401,Costa urbana,4,133.55053638104542,534.2021455241817,47663.20245814848,992.98338454476,383.7637089751928,253.4980927377582,0,0,No pobre,16849.887767286968
2024,304,13,2,050101,05,0501,Selva rural,5,1513.7087503677378,7568.543751838689,45751.45697815058,762.5242829691763,411.6792502100021,227.05406876224114,0,0,No pobre,57064.174163106516
2023,321,18,4,250101,25,2501,Selva rural,5,458.77459964250215,2293.8729982125105,34106.987486660204,568.4497914443367,427.26576190926926,246.85809786527793,0,0,No pobre,29709.263583244334
2025,437,9,1,010101,01,0101,Costa rural,3,1667.281727393286,5001.845182179858,10117.480174614471,281.04111596151307,387.4279150797556,244.8049232556645,1,0,Pobre no extremo,9369.477098012045
2024,323,4,3,050101,05,0501,Sierra rural,5,774.5863305336601,3872.9316526683006,26151.747918224515,435.86246530374194,434.3967934623501,242.33183194767622,0,0,No pobre,61374.92871032526
2025,346,8,2,050101,05,0501,Selva urbana,1,743.3773919651093,743.3773919651093,23000.53933815986,1916.7116115133215,411.032562107208,263.5646312338781,0,0,No pobre,13019.683129168574
2022,402,1,1,210101,21,2101,Callao,5,122.45293797860002,612.2646898930001,18422.74484578015,307.0457474296692,479.28100135923125,201.11230810521033,1,0,Pobre no extremo,76478.43529770881
2022,393,17,4,200101,20,2001,Selva rural,2,1976.6850675537326,3953.370135107465,28757.802753695825,1198.2417814039927,443.09695021856714,204.76261175904105,0,0,No pobre,73585.67378556803
2021,294,9,4,010201,01,0102,Sierra urbana,5,1262.8082444265413,6314.041222132706,12386.073260500547,206.43455434167578,404.4175196015717,250.54984552449912,1,1,Pobre extremo,26989.120113326982
2021,87,13,2,150132,15,1501,Costa rural,4,903.1873157533823,3612.7492630135293,26075.51605844027,543.2399178841723,390.26732454475354,224.74681432854007,0,0,No pobre,48316.96173547693
2022,149,2,4,150101,15,1501,Selva urbana,3,283.5806684765442,850.7420054296326,20542.091715812217,570.6136587725616,384.071977937154,269.05656767257796,0,0,No pobre,27125.477238437703
2025,249,13,3,150132,15,1501,Lima Metropolitana,4,1428.381321886932,5713.525287547728,17824.825272606016,371.3505265126253,389.07732643752115,215.14889057727936,1,0,Pobre no extremo,33834.008812010725
2022,321,9,3,050101,05,0501,Selva urbana,1,637.1878929846838,637.1878929846838,9849.858221838536,820.8215184865447,448.00595270289335,212.83933266642276,0,0,No pobre,10084.628925503297
2021,405,6,1,130101,13,1301,Selva rural,3,1977.733554913505,5933.200664740515,9617.740925015869,267.1594701393297,465.499227599434,241.17552772158825,1,0,Pobre no extremo,1218.4311802321345
2022,283,1,4,150101,15,1501,Costa urbana,4,1906.0399823837138,7624.159929534855,90045.48630066066,1875.9476312637637,395.6733114711078,219.55976952220698,0,0,No pobre,32021.089396368756
2022,362,5,3,210101,21,2101,Callao,5,1497.0636897252982,7485.318448626491,29831.655026308283,497.1942504384714,420.21344535527544,223.83450895483148,0,0,No pobre,13435.35734517489
2025,379,3,2,010201,01,0102,Sierra urbana,3,1945.036667537641,5835.110002612923,137454.39025934268,3818.177507203963,415.4235343195892,264.47170267879903,0,0,No pobre,15444.365889318227
2024,198,4,4,210101,21,2101,Selva urbana,3,300.7043386621494,902.1130159864481,143721.00691251937,3992.250192014427,444.45180911880726,201.83698680534084,0,0,No pobre,14547.270067750118
2021,44,1,1,250101,25,2501,Lima Metropolitana,4,631.8391850194358,2527.3567400777433,81363.63640999222,1695.0757585415047,398.267788172367,237.1881593942051,0,0,No pobre,93982.03885617388
2025,356,14,2,010101,01,0101,Sierra urbana,4,581.1622487032403,2324.648994812961,8487.434502989348,176.82155214561143,475.3319310447511,223.44295996136745,1,1,Pobre extremo,106487.84020196911
2022,28,9,2,050101,05,0501,Selva rural,3,236.82405107267473,710.4721532180242,95790.45559444455,2660.8459887345707,452.85563818906564,224.21943831673025,0,0,No pobre,51078.509199331034
2022,429,4,2,130101,13,1301,Costa rural,6,1947.230536145766,11683.383216874598,24008.90777877035,333.45705248292154,475.5071878884645,217.34661669218212,1,0,Pobre no extremo,26193.01021667723
2024,17,18,3,210101,21,2101,Lima Metropolitana,4,213.95076462909833,855.8030585163933,20954.542112401206,436.55296067502513,407.73692449533667,209.43950607447158,0,0,No pobre,50557.233805448835
2021,127,14,2,150101,15,1501,Selva urbana,1,1727.7089175892263,1727.7089175892263,18427.017925857406,1535.5848271547839,438.77156378585556,202.41371632075413,0,0,No pobre,108902.10031644245
2021,379,4,3,050101,05,0501,Lima Metropolitana,3,1559.5067066959946,4678.520120087984,19623.525498171686,545.097930504769,453.22679371103357,269.1386854367968,0,0,No pobre,191275.26373060717
2023,168,10,2,010201,01,0102,Selva rural,4,814.147466195773,3256.589864783092,38540.533655706466,802.9277844938847,451.0956222767734,246.22562175793945,0,0,No pobre,17051.400005750646
2021,244,3,3,130101,13,1301,Selva urbana,4,135.73398899661808,542.9359559864723,213160.93881776542,4440.85289203678,382.13460994283633,254.40437146622537,0,0,No pobre,7954.900519689682
2024,387,7,4,200101,20,2001,Lima Metropolitana,3,111.58221946555209,334.74665839665624,6152.401558227327,170.90004328409242,479.8289163489885,204.55016095099577,1,1,Pobre extremo,49497.72478016655
2023,76,10,3,200101,20,2001,Costa rural,7,487.5882973184541,3413.1180812291786,154672.60186281768,1841.3404983668772,472.8059972768785,201.0386189453344,0,0,No pobre,6030.615850032746
2023,231,13,3,150101,15,1501,Lima Metropolitana,3,1038.3655020642068,3115.0965061926204,104629.90874789527,2906.386354108202,391.97520812726106,242.0202081123611,0,0,No pobre,47903.78508184842
2022,204,4,4,010101,01,0101,Sierra urbana,4,970.0289585517876,3880.1158342071503,22926.81939232106,477.6420706733554,434.35667742951705,250.6681972463463,0,0,No pobre,45376.59848072596
2022,450,18,2,200101,20,2001,Sierra urbana,1,1212.0558954733622,1212.0558954733622,17190.411118656626,1432.5342598880522,411.4556455319416,227.64063863577556,0,0,No pobre,31794.53464822886
2021,248,11,4,050101,05,0501,Selva urbana,6,1566.7226883554479,9400.336130132688,8003.456922244503,111.15912392006254,467.88940159242867,227.14285760787493,1,1,Pobre extremo,217518.03155461096
2023,302,4,2,010201,01,0102,Selva rural,5,816.9737682343908,4084.868841171954,11881.041189418262,198.01735315697104,449.7519630588154,226.91356649292902,1,1,Pobre extremo,39225.98313191204
2022,214,14,3,010101,01,0101,Costa rural,2,404.691021467703,809.382042935406,15576.69822990933,649.0290929128888,402.3517156732393,210.69290935727147,0,0,No pobre,63124.76683332882
2024,215,18,2,150132,15,1501,Sierra rural,6,1620.0929419740055,9720.557651844032,24517.57416860307,340.5218634528204,383.38611453672905,252.77394578405148,1,0,Pobre no extremo,115463.13691472988
2022,158,8,3,010201,01,0102,Sierra urbana,3,732.1122945293006,2196.336883587902,26196.898082208743,727.6916133946874,409.17418026147743,215.0634912638272,0,0,No pobre,33875.44071230339
2022,69,10,2,050101,05,0501,Lima Metropolitana,4,645.0756058073664,2580.3024232294656,53371.07814765291,1111.8974614094357,383.8137272807838,222.70873471834037,0,0,No pobre,24481.085330219554
2023,393,5,3,050101,05,0501,Sierra rural,5,1552.192873015547,7760.964365077735,48350.122965161194,805.8353827526865,394.1310712998362,246.98818162959085,0,0,No pobre,25247.526594609397
2023,85,7,3,250101,25,2501,Lima Metropolitana,5,1874.8649323579746,9374.324661789873,33349.82030414259,555.8303384023765,443.61380416137115,200.00732975587005,0,0,No pobre,55385.910721850196
2025,267,12,1,010101,01,0101,Selva urbana,6,1838.426435820438,11030.558614922627,25867.378093891268,359.2691401929343,454.5085068118025,253.63800301719857,1,0,Pobre no extremo,50101.99659011839
2024,69,3,2,010201,01,0102,Sierra rural,6,361.1406091286393,2166.8436547718356,75268.64276489265,1045.3978161790646,426.80169000057595,262.93663237867304,0,0,No pobre,201178.36481245226
2023,99,4,2,010101,01,0101,Selva rural,7,1056.0004915916693,7392.0034411416855,57272.9824871657,681.8212200853059,440.0287870694129,203.61321626842874,0,0,No pobre,19249.5017980949
2021,347,10,1,150101,15,1501,Lima Metropolitana,2,276.45353908352945,552.9070781670589,40153.6927812065,1673.0705325502706,395.5885036266009,241.41366645221993,0,0,No pobre,28699.727161650073
2024,497,4,3,040101,04,0401,Selva rural,3,1925.8543219221594,5777.562965766479,18672.802098789893,518.6889471886082,411.67951705327073,228.5921278870038,0,0,No pobre,94312.62088771274
2024,450,15,3,010101,01,0101,Lima Metropolitana,4,508.9329831659948,2035.7319326639793,72771.7295263557,1516.0776984657439,451.2883847277754,205.49243739754306,0,0,No pobre,70018.06546042181
2023,216,10,1,200101,20,2001,Sierra rural,5,475.116192054972,2375.58096027486,57032.89303859705,950.5482173099509,416.4891116085095,247.7561691124206,0,0,No pobre,34306.07620031843
2024,415,16,1,050101,05,0501,Selva rural,4,1788.882778712311,7155.531114849244,21560.940656292187,449.1862636727539,414.88112235877895,242.86230358671355,0,0,No pobre,29869.248238971897
2023,161,15,4,250101,25,2501,Sierra urbana,2,1938.9160547317333,3877.8321094634666,4789.867262717965,199.57780261324854,399.39926370260457,244.98622290514928,1,1,Pobre extremo,21993.247824576174
2022,423,19,3,150132,15,1501,Selva urbana,5,1425.5012926609877,7127.506463304939,29304.75854050986,488.41264234183103,439.4824876065241,256.9446755525931,0,0,No pobre,14700.408961969246
2025,94,19,4,250101,25,2501,Sierra rural,7,329.90956402852726,2309.366948199691,14427.893272179128,171.76063419260868,460.9538606019198,220.08432829268799,1,1,Pobre extremo,35426.35227675764
2022,174,18,2,010201,01,0102,Lima Metropolitana,3,1023.1256600272803,3069.376980081841,51303.74931833763,1425.1041477316007,426.94450286056355,247.39476500040672,0,0,No pobre,65119.14591637698
2023,165,12,4,150101,15,1501,Sierra urbana,3,1651.549678717047,4954.649036151141,32673.452160502504,907.5958933472917,391.55392564710894,252.03223862082942,0,0,No pobre,52554.21813911796
2023,115,16,1,150101,15,1501,Lima Metropolitana,1,1187.706649045666,1187.706649045666,5970.236212894357,497.51968440786305,463.83674319094496,211.81704752199573,0,0,No pobre,33444.4052951714
2022,220,1,1,150132,15,1501,Sierra rural,3,351.93022398383584,1055.7906719515076,35076.625729325926,974.3507147034979,387.1397104601533,266.9946812543709,0,0,No pobre,49933.40798849065
2021,444,16,1,010101,01,0101,Lima Metropolitana,4,426.5867240561329,1706.3468962245315,125944.92724563759,2623.8526509507833,427.17273732012006,223.7986731281693,0,0,No pobre,13996.520032325727
2021,31,2,1,010101,01,0101,Sierra urbana,6,1741.8691840861295,10451.215104516778,23446.764615911776,325.6495085543302,406.1077336157246,249.95957585371744,1,0,Pobre no extremo,64014.379077206104
2021,11,15,4,010201,01,0102,Selva rural,2,1101.3554110062184,2202.710822012437,26700.962616025878,1112.5401090010782,473.63181563200845,252.78140884001178,0,0,No pobre,8675.823411709827
2023,343,7,4,010201,01,0102,Selva rural,4,1441.0898701567535,5764.359480627014,19756.885119443334,411.6017733217361,453.7543197948539,235.28216435144628,1,0,Pobre no extremo,46862.33691747012
2024,377,1,4,130101,13,1301,Callao,4,808.8187998428231,3235.2751993712923,28706.278362047717,598.0474658759941,436.64089829679205,209.0102114291595,0,0,No pobre,65612.78391546557
2023,130,5,1,010101,01,0101,Callao,3,1111.7226075457988,3335.1678226373965,107593.72453831085,2988.714570508635,446.77554406893563,219.29640526923038,0,0,No pobre,40329.90487136519
2024,488,10,1,010201,01,0102,Selva urbana,4,1956.4959667366143,7825.983866946457,69562.16429885324,1449.2117562261092,433.27272628124905,216.39728666301085,0,0,No pobre,36551.84027927792
2022,105,4,3,150101,15,1501,Lima Metropolitana,5,726.4357702394624,3632.178851197312,16022.788721326257,267.04647868877095,394.76009452194097,236.30496309423117,1,0,Pobre no extremo,12596.653006302924
2025,27,14,3,040101,04,0401,Selva rural,5,1382.0982022657215,6910.491011328608,25197.677547492505,419.96129245820845,450.90986799965384,218.2888209697905,1,0,Pobre no extremo,34757.36850884787
2024,227,13,1,050101,05,0501,Costa rural,4,427.7605586709365,1711.042234683746,26715.487879810764,556.5726641627242,429.26739522694913,238.27393338704584,0,0,No pobre,263637.8968683546
2021,2,1,3,010101,01,0101,Sierra urbana,5,331.30578199463326,1656.5289099731663,38968.0231764716,649.4670529411934,443.4309271322734,220.17447280709231,0,0,No pobre,33932.40425908137
2023,359,16,2,130101,13,1301,Sierra urbana,3,1588.9162113921566,4766.74863417647,39619.513447808364,1100.542040216899,384.520166397727,200.068539357383,0,0,No pobre,27547.790760112624
2022,101,9,2,050101,05,0501,Sierra rural,3,1703.8055989756147,5111.416796926844,24679.57210190746,685.5436694974294,394.2034792563253,225.4279713647828,0,0,No pobre,7213.830718893891
2021,21,16,1,200101,20,2001,Selva urbana,2,1369.7922211638895,2739.584442327779,8774.718782620741,365.61328260919754,438.93704759319905,242.4795597232407,1,0,Pobre no extremo,52329.73708717437
2022,58,19,4,040101,04,0401,Costa urbana,3,400.57209133450266,1201.716274003508,24265.482521674287,674.0411811576191,425.9428903082949,254.1587743576119,0,0,No pobre,56247.02967172282
2025,389,15,2,250101,25,2501,Callao,1,557.1171347208233,557.1171347208233,19414.768257471813,1617.8973547893177,402.6873668953654,201.98551226859826,0,0,No pobre,22564.431274969218
2023,180,14,2,010101,01,0101,Callao,3,1831.233845380712,5493.701536142136,11995.632236456528,333.21200656823686,404.07609205335547,218.08191004736148,1,0,Pobre no extremo,28433.504976982116
2023,429,10,4,250101,25,2501,Selva rural,4,648.537692719537,2594.150770878148,54696.173099261505,1139.5036062346146,443.16583125559424,268.98234840333674,0,0,No pobre,9610.378290883253
2025,341,12,3,130101,13,1301,Callao,4,1655.8349807745233,6623.339923098093,27372.47880715627,570.259975149089,385.8967026929074,218.3270771971385,0,0,No pobre,41081.24880470471
2023,349,1,4,010101,01,0101,Costa urbana,2,643.280848929763,1286.561697859526,10620.350323139022,442.51459679745926,423.4258344223573,254.40383595769043,0,0,No pobre,59708.78813980979
2024,20,17,3,130101,13,1301,Costa rural,3,1884.9788817145256,5654.936645143577,159848.51729398227,4440.236591499507,432.31035047266096,235.65615328852812,0,0,No pobre,3798.328511667529
2022,255,9,3,210101,21,2101,Selva urbana,4,1837.4605343903058,7349.842137561223,39137.94275946467,815.3738074888473,410.8142602742334,208.55217888387475,0,0,No pobre,35004.15170860294
2021,317,19,4,130101,13,1301,Sierra urbana,3,182.2000298946971,546.6000896840914,54871.36855450761,1524.2046820696557,462.0549828492336,245.03800902965375,0,0,No pobre,204917.54579418554
2025,38,18,3,010201,01,0102,Costa urbana,3,1563.7865750480762,4691.359725144229,69096.66642831692,1919.3518452310257,385.67695825688435,267.6438596578059,0,0,No pobre,42215.681628315615
2024,148,7,2,010201,01,0102,Costa rural,5,421.97734444537343,2109.8867222268673,18169.236731066623,302.82061218444375,466.57827852469507,262.0780322924299,1,0,Pobre no extremo,59389.69811159367
2021,498,9,1,250101,25,2501,Selva urbana,1,509.01608922212483,509.01608922212483,43883.3900529307,3656.9491710775583,452.3262992887771,248.32049514870945,0,0,No pobre,104683.57580433512
2021,25,12,3,210101,21,2101,Costa rural,3,973.705903429804,2921.117710289412,4736.9256615159375,131.5812683754427,424.6254378933197,235.85037868605943,1,1,Pobre extremo,64126.63770318393
2025,386,7,2,130101,13,1301,Selva rural,2,1195.0044845239552,2390.0089690479103,63967.11229662401,2665.296345692667,472.4467390212508,222.35331038846837,0,0,No pobre,25367.71378209173
2024,121,14,4,200101,20,2001,Callao,2,719.0194660439348,1438.0389320878696,25304.471531095784,1054.3529804623242,450.22382964947167,224.98766385965075,0,0,No pobre,7191.564294404116
2021,416,15,3,250101,25,2501,Costa urbana,7,1193.2283945529975,8352.598761870982,43219.75359955656,514.5208761851972,473.1045349659044,224.23447186209614,0,0,No pobre,541898.0261916817
2021,26,15,2,050101,05,0501,Sierra rural,3,424.25090554815955,1272.7527166444786,25256.180621302614,701.5605728139615,427.2589779415566,264.5457386538108,0,0,No pobre,76567.93528558566
2024,454,6,3,010201,01,0102,Sierra rural,4,142.44154332397045,569.7661732958818,138127.48147627592,2877.6558640890817,425.2973100995386,214.7918721319906,0,0,No pobre,84464.07970262456
2023,169,14,4,050101,05,0501,Selva urbana,5,1185.32633788735,5926.63168943675,80963.44520731816,1349.3907534553027,433.0742631446179,226.46208891787754,0,0,No pobre,102783.59670926088
2021,323,2,1,050101,05,0501,Costa rural,1,1083.088993928406,1083.088993928406,2566.2106309605797,213.85088591338163,386.54267039858024,230.2374264936642,1,1,Pobre extremo,111205.8542461421
2022,225,8,3,210101,21,2101,Sierra urbana,3,1410.3425317442575,4231.027595232772,44244.69072517455,1229.019186810404,470.8494251336636,228.62306967626895,0,0,No pobre,80456.86830947551
2024,1,13,1,250101,25,2501,Costa urbana,5,1334.6619177388666,6673.309588694333,20872.703372911572,347.8783895485262,446.7717051641851,200.29387734883636,1,0,Pobre no extremo,37373.49835441608
2021,307,6,3,150101,15,1501,Sierra rural,6,1805.2241224445154,10831.344734667093,45846.066341532816,636.750921410178,441.75856779093687,218.96815038409136,0,0,No pobre,26378.171708882208
2025,261,5,3,250101,25,2501,Sierra rural,3,972.9903783069371,2918.9711349208114,45276.764878402304,1257.6879132889528,472.64635364705634,234.8997986788933,0,0,No pobre,75515.3465615878
2022,13,5,4,150101,15,1501,Costa rural,3,115.90200191658985,347.7060057497696,13784.684045837468,382.9078901621519,479.36371776083865,253.23453206005786,1,0,Pobre no extremo,41987.755998910296
2021,403,1,3,130101,13,1301,Sierra rural,5,1298.2400950340227,6491.200475170113,24240.600954607675,404.0100159101279,396.3393390658477,239.8631789766411,0,0,No pobre,40662.70694430256
2022,396,9,2,150101,15,1501,Lima Metropolitana,3,1382.751616246115,4148.254848738345,10748.763599796215,298.576766661006,454.8996984905024,226.94034032092327,1,0,Pobre no extremo,97294.48679656976
2022,48,6,2,010101,01,0101,Callao,2,1090.8404798523425,2181.680959704685,102482.33541010524,4270.097308754385,437.9945174488386,246.55986138290913,0,0,No pobre,295619.2830311201
2023,409,7,1,130101,13,1301,Costa rural,3,1409.6792534583099,4229.037760374929,36118.36755796542,1003.2879877212617,426.099718859028,246.6125245512437,0,0,No pobre,14169.952957100717
2022,313,9,1,150101,15,1501,Costa urbana,3,714.8092451486901,2144.4277354460705,39704.42888465321,1102.900802351478,477.76126016471454,217.3547277924164,0,0,No pobre,58694.71037156748
2023,371,5,2,200101,20,2001,Costa rural,2,382.7357760630504,765.4715521261008,35367.454811280724,1473.6439504700302,465.02630111551133,207.26419030208558,0,0,No pobre,13280.608853942414
2024,291,14,1,050101,05,0501,Sierra rural,4,1362.6519615171726,5450.60784606869,10364.790283400165,215.9331309041701,449.6749984093469,256.2228455842509,1,1,Pobre extremo,44152.11791377746
2023,332,5,1,130101,13,1301,Costa rural,5,565.8542155095045,2829.2710775475225,47549.965820582234,792.4994303430373,418.267616719014,237.08476655335846,0,0,No pobre,6760.270530456062
2025,94,8,2,050101,05,0501,Sierra rural,4,967.0002276399892,3868.000910559957,134140.59733417095,2794.595777795228,446.60408041546845,212.35673333630328,0,0,No pobre,18083.08993531992
2021,261,7,2,150132,15,1501,Selva rural,2,1034.0831881621325,2068.166376324265,6630.996547839817,276.29152282665905,433.1694123559404,218.34497460451638,1,0,Pobre no extremo,37070.30419574805
2024,482,13,2,250101,25,2501,Selva urbana,3,1006.6791458899381,3020.0374376698146,28919.309663678578,803.314157324405,404.9368449742699,253.6497144808826,0,0,No pobre,105852.23686798371
2024,278,13,4,150101,15,1501,Sierra rural,5,1237.0533729919161,6185.266864959581,53297.771668563466,888.2961944760577,425.0381323145674,245.7290669224939,0,0,No pobre,8263.81044879794
2025,359,8,4,050101,05,0501,Lima Metropolitana,2,155.96204695913184,311.9240939182637,13716.252886479959,571.510536936665,401.22119681017125,266.1616594825276,0,0,No pobre,56020.90930908925
2023,205,11,2,150101,15,1501,Lima Metropolitana,2,1980.3967403671675,3960.793480734335,52003.69519574405,2166.820633156002,430.04202932051845,232.54631903936635,0,0,No pobre,35040.77600634594
2021,185,18,3,050101,05,0501,Lima Metropolitana,3,1460.9899004832855,4382.969701449856,28014.82348417932,778.1895412272033,452.02380759451205,203.65306409106677,0,0,No pobre,156940.1280803361
2023,175,19,2,200101,20,2001,Lima Metropolitana,2,908.2367854176491,1816.4735708352982,14167.118070551725,590.2965862729885,383.6646223819129,249.02960071958427,0,0,No pobre,24237.90517036539
2022,438,6,4,040101,04,0401,Sierra rural,6,463.52705755146417,2781.162345308785,2811.254853389405,39.04520629707507,456.5379709318652,217.84375284781305,1,1,Pobre extremo,56060.747118392246
2023,387,2,1,200101,20,2001,Sierra rural,4,252.33691264237694,1009.3476505695078,24602.205018776225,512.5459378911713,381.9993992008343,222.66981874203057,0,0,No pobre,31066.674051036127
2024,380,13,3,010201,01,0102,Selva urbana,3,1377.1617991896317,4131.485397568895,25185.206746566895,699.5890762935248,431.72777029593254,213.76537776367377,0,0,No pobre,13672.839234329853
2021,309,11,3,150101,15,1501,Selva rural,5,702.2156684212607,3511.0783421063034,87798.39741128086,1463.3066235213478,437.34767071501636,221.62547796853653,0,0,No pobre,20492.934140082005
2023,468,1,1,200101,20,2001,Callao,3,536.0090706747492,1608.0272120242475,36495.76924440975,1013.7713679002708,456.1243459627791,258.0636332929439,0,0,No pobre,17041.697047790363
2021,415,2,3,010101,01,0101,Sierra urbana,2,821.9133355134335,1643.826671026867,16697.94181161926,695.7475754841358,456.1028823340817,240.36993135076082,0,0,No pobre,6337.495118694572
2021,69,17,1,150101,15,1501,Sierra rural,3,1226.5538668346492,3679.6616005039477,6540.6490536196125,181.68469593387812,421.7455445842906,207.64076202906608,1,1,Pobre extremo,170465.58171992513
2022,472,8,4,210101,21,2101,Sierra urbana,4,1376.2399116996023,5504.959646798409,59106.250385228755,1231.3802163589323,386.63725108984346,241.06225713740955,0,0,No pobre,25378.009912970032
2022,104,2,3,250101,25,2501,Costa urbana,2,1325.8231317736072,2651.6462635472144,29902.366776425424,1245.931949017726,449.35001527758175,244.3494348887658,0,0,No pobre,58562.64001438775
2024,246,6,3,250101,25,2501,Selva rural,3,1740.2046086347498,5220.613825904249,18870.926419346175,524.1924005373937,431.0986007392418,261.93765839050087,0,0,No pobre,12011.610201441827
2025,161,5,1,010201,01,0102,Callao,3,515.639119033219,1546.917357099657,16530.397360889387,459.1777044691496,413.3058456663102,260.1751810518336,0,0,No pobre,38038.330273100815
2021,200,16,1,010101,01,0101,Costa rural,3,1309.8177100745575,3929.4531302236724,82380.21367708103,2288.3392688078065,403.487378275299,204.40125813678515,0,0,No pobre,60264.38253039024
2025,216,8,4,010201,01,0102,Sierra urbana,4,292.1173147535788,1168.4692590143152,94104.63756772914,1960.5132826610236,391.9758213110476,260.6688666483478,0,0,No pobre,39619.2860371208
2024,434,19,1,130101,13,1301,Lima Metropolitana,5,1141.0759108084378,5705.379554042189,15305.199499191127,255.08665831985212,409.5142497208605,203.56193138065598,1,0,Pobre no extremo,15833.215613154847
2021,212,16,1,150101,15,1501,Selva rural,5,1209.5209647303755,6047.604823651877,3399.9786727416354,56.66631121236059,425.8489625125293,210.78853889488497,1,1,Pobre extremo,81543.9986002718
2021,16,13,4,010101,01,0101,Costa urbana,4,510.85086797492994,2043.4034718997198,22201.633385704332,462.53402886884027,427.76091681792525,207.80850014531475,0,0,No pobre,4682.568814049393
2025,498,7,2,150132,15,1501,Selva rural,6,844.21694698335,5065.3016819001,32974.450526685105,457.97847953729314,438.2738931414786,212.7188068435587,0,0,No pobre,7506.348747113251
2023,372,16,2,050101,05,0501,Costa rural,2,1671.6664902092245,3343.332980418449,28715.465010626962,1196.4777087761233,416.24685693540505,256.2283395964983,0,0,No pobre,32337.814200659115
2022,332,16,1,210101,21,2101,Sierra rural,2,381.97720213063053,763.9544042612611,6523.006463010737,271.7919359587807,471.98978692387965,248.02835412574078,1,0,Pobre no extremo,3308.818953370331
2023,205,12,4,150101,15,1501,Sierra rural,3,925.5617754700963,2776.6853264102892,106910.60685894995,2969.739079415276,429.5869613082618,248.08737061298262,0,0,No pobre,16565.99366047583
2025,365,14,2,210101,21,2101,Lima Metropolitana,3,1872.1928353017586,5616.578505905276,5042.259321196416,140.06275892212267,422.37250401184554,264.5489333075279,1,1,Pobre extremo,22666.33943010771
2022,490,18,4,010101,01,0101,Sierra rural,3,1057.8069626292418,3173.4208878877253,13711.133164636818,380.8648101288005,384.8167968351483,227.42957227079782,1,0,Pobre no extremo,166196.16808701452
2023,39,18,1,050101,05,0501,Selva urbana,3,1477.7540524832452,4433.262157449735,10724.111405766307,297.8919834935085,439.90150821328837,200.23012101785494,1,0,Pobre no extremo,18768.35748911869
2022,89,16,1,010201,01,0102,Selva urbana,2,1671.0454751555467,3342.0909503110934,10226.022189225676,426.08425788440314,440.28689360667187,244.78379164482826,1,0,Pobre no extremo,21542.878316788676
2021,430,16,4,150101,15,1501,Selva urbana,4,487.17131220643563,1948.6852488257425,3773.072629919084,78.60567978998093,438.3289630030703,260.76520704979544,1,1,Pobre extremo,5713.617021864081
2023,256,13,3,050101,05,0501,Lima Metropolitana,6,514.6127475125716,3087.6764850754294,28412.1951710386,394.61382181998056,468.759691760822,268.33821263927314,1,0,Pobre no extremo,39190.60997072078
2022,480,9,1,210101,21,2101,Selva urbana,3,1541.3237665869287,4623.971299760786,96093.57293555359,2669.2659148764888,456.290083258929,225.47249112211793,0,0,No pobre,36677.65416244337
2022,254,9,1,040101,04,0401,Costa urbana,1,1531.2828025351619,1531.2828025351619,23196.851620389763,1933.0709683658135,466.74056195924265,257.55065319101664,0,0,No pobre,12176.999195427958
2022,216,13,1,010101,01,0101,Callao,5,214.34830921527623,1071.7415460763812,10863.166904108664,181.0527817351444,385.9422556909931,259.44594000370626,1,1,Pobre extremo,90566.74634870172
2023,368,4,1,010101,01,0101,Lima Metropolitana,3,712.7466573204323,2138.2399719612968,95667.51731843581,2657.431036623217,411.8126432254842,210.11064887610698,0,0,No pobre,84854.0998300652
2024,303,9,4,210101,21,2101,Selva rural,3,857.2117346260321,2571.6352038780965,57261.56889813846,1590.5991360594016,411.87119436947046,244.20489886789656,0,0,No pobre,20758.17100085006
2023,172,15,4,210101,21,2101,Costa urbana,3,1675.176766595192,5025.530299785576,12580.755199416735,349.46542220602043,445.704505776862,212.11980693986084,1,0,Pobre no extremo,5298.1702687792185
2025,137,14,4,130101,13,1301,Sierra rural,5,901.5382853165012,4507.691426582506,35958.02165317031,599.3003608861719,424.86150487045103,231.26415727075857,0,0,No pobre,12429.395189485615
2023,488,19,4,010201,01,0102,Costa rural,5,1859.2648917661631,9296.324458830815,71048.66730793889,1184.1444551323148,457.7472603252042,261.5486843443977,0,0,No pobre,168453.468348976
2022,498,12,3,210101,21,2101,Selva urbana,4,1993.554776567216,7974.219106268864,11926.275029832195,248.46406312150407,418.4430566655695,255.26269785102343,1,1,Pobre extremo,41742.232541167636
2021,471,6,4,200101,20,2001,Selva rural,3,1583.3797148192643,4750.139144457793,30017.282168919148,833.8133935810874,402.1607577312409,239.92376199222227,0,0,No pobre,16880.620683098477
2023,384,3,4,250101,25,2501,Costa rural,3,1366.1347101777892,4098.404130533368,18965.309293926013,526.8141470535004,409.09510682942783,256.60964150401924,0,0,No pobre,142376.62943677104
2023,178,16,1,250101,25,2501,Lima Metropolitana,2,844.6046153755333,1689.2092307510666,9198.064425333172,383.2526843888822,398.24697261508146,210.69792561908113,1,0,Pobre no extremo,30174.18485605109
